"id","cluster","cluster_name","feature","user_story","expected_behaviour","evidence","impl_status","phase","test_status","errors","fix_status","retest_status","notes"
"F-C13-06","C13","Deterministic & filtered diffs","Redacted diff for shared links","As a document owner sharing a diff via link, I want sensitive inserted/deleted text masked according to a redaction policy, so that viewers see change positions without seeing confidential content.","redactDiff(diff, policy, callerId) returns the diff unchanged when policy.rules is empty; otherwise it maps every span, replacing the text of 'inserted' and 'deleted' spans with '[redacted]' and setting redacted:true, while leaving unchanged/attrChanged spans and span positions/ids intact (so counts stay accurate). Note: redaction is applied uniformly to text spans regardless of the specific rule paths or the callerId (callerId is unused).","packages/share/src/index.ts:162-177, packages/types/src/index.ts:368-370, packages/testing/unit/share/share-rbac.test.ts:109-117","partial","tested","partial","[logistical/low] redactDiff (packages/share/src/index.ts:162-177) returns the diff unchanged when policy.rules is empty; otherwise it replaces text of every inserted/deleted span with '[redacted]' (redacted:true) while leaving unchanged/attrChanged spans and all positions/ids intact. Redaction is all-or-nothing keyed solely on policy.rules.length being non-empty: the rule contents (path, action) are never consulted and callerId is unused (renamed _callerId). Any non-empty policy masks ALL inserted/deleted text regardless of which paths the rules target, their action ('redact'|'omit'|'hash'), or the caller.","deferred","n/a","Deferred: redaction-depth follow-up; scope-redaction (C16-06) landed, full diff/chat content redaction is net-new."
"F-C14-01","C14","Authorship / blame gutter","Interval-tree authorship attribution","As a document collaborator, I want each character range tracked to the author who wrote it, so that authorship survives later inserts, deletes, joins, and splits.","createAuthorshipMap() maintains a non-overlapping, sorted list of {from,to,authorId,...} intervals. put() trims/splits overlapping neighbours before inserting the new interval (e.g. an interval straddling the new one is cut into a left and/or right remnant), then normalize() drops zero-width intervals and sorts by from,to. authorAt(pos) returns the authorId of the interval containing pos (from<=pos<to) or null. intervalsIn(from,to) returns copies of all intervals overlapping [from,to).","packages/authorship/src/index.ts:26-53,96-102","implemented","tested","pass","","none","pending",""
"F-C14-02","C14","Authorship / blame gutter","Op-based interval remapping (inserts/deletes)","As a collaborator, I want authorship intervals to shift correctly when text is inserted or deleted elsewhere, so that blame stays aligned with the live document.","applyOps() iterates EditorOps: 'replace_text' calls applyTextReplace(from,to,text.length) and 'delete_range' calls applyTextReplace(from,to,0). applyTextReplace computes delta=insertedLength-deletedLength and: leaves intervals fully before `from` unchanged; shifts intervals fully at/after `to` by delta; for intervals overlapping the edited range it keeps the left part (to=from) and the right part (from=from+insertedLength, to=to+delta); the overlapped middle is dropped. Then normalize() re-sorts/filters.","packages/authorship/src/index.ts:55-94","implemented","tested","pass","","none","pending",""
"F-C14-03","C14","Authorship / blame gutter","Record authorship from a history entry","As the editor, I want to derive authorship intervals automatically by replaying a saved history entry's ops, so that blame reflects who actually committed each version.","recordEntry(entry) first calls applyOps(entry.ops) to remap existing intervals, then for each 'replace_text' op with non-empty text it put()s a new interval [op.from, op.from+text.length) attributed to entry.actor.id with ts=entry.ts, sourceEntryId=entry.id and sourceOpIndex. blameFor() in the workspace builds a fresh map, replays every HistoryEntry via recordEntry, and returns blameByLine(text).","packages/authorship/src/index.ts:132-145; apps/web/components/editor/EditorWorkspace.tsx:140-144","implemented","verified","partial","[logistical/low] recordEntry (packages/authorship/src/index.ts:132-145) calls applyOps(entry.ops) at :133 to remap existing intervals through the full sequential op sequence, then at :134-144 iterates entry.ops and for each non-empty replace_text put()s a new interval [op.from, op.from+text.length) using the RAW op coordinates. Op coordinates within a single HistoryEntry are sequential (each op's from/to index into the document state produced by prior ops) — confirmed by the canonical consumer replayOps in packages/history/src/index.ts:386-398, which applies each replace_text/delete_range to the already-mutated state. The put() loop does not re-map the new interval through the ops that follow it in the same entry, so for a multi-op entry the inserted text for ops at index>0 can be placed at the wrong final coordinates. Single-op entries (the dominant in-app paths at EditorWorkspace.tsx:779 and :1089) are unaffected; the edge only bites multi-replace_text/delete_range entries (e.g. AI patch.operations replayed at :1158).","fixed","pass",""
"F-C14-04","C14","Authorship / blame gutter","Per-line blame (dominant author per visual line)","As a reader, I want each line of the document attributed to its dominant author, so that I can see at a glance who wrote each line.","blameByLine(docText) splits text on '\n', tracks a running character offset (advancing line.length+1 per line to account for the newline) and for each line computes dominantAuthor(from,to) — the author with the greatest total overlap length within the line range, ties broken by lexicographically smaller authorId; empty lines fall back to authorAt(from). Returns [{line:index+1, authorId|null}].","packages/authorship/src/index.ts:104-130","implemented","tested","pass","","none","pending",""
"F-C14-05","C14","Authorship / blame gutter","Blame gutter rendering","As a reader, I want a gutter beside the editor showing the author of each line, so that authorship is visible while reading.","EditorWorkspace renders a div.lash-blame-gutter (data-testid='blame-gutter', aria-label='Blame gutter') containing one button.lash-blame-line per blame line (data-testid='blame-line', data-author-id set to the authorId or ''). The button label shows the authorId or '·' when unattributed. blameLines state is recomputed via blameFor on edits/history changes; when empty a single '·' span is shown. The gutter sits next to EditorContent inside div.lash-editor-with-blame[data-blame-on='true'].","apps/web/components/editor/EditorWorkspace.tsx:1699-1733,360-362,790,1069,1106,1135,1175","implemented","tested","pass","","none","pending",""
"F-C14-06","C14","Authorship / blame gutter","Blame hover tooltip","As a reader, I want to hover a gutter line to see its line number and author, so that I can confirm attribution details.","Each blame-line button has a native title attribute set to `Line {n}: {authorId}` when attributed, or `Line {n}: unattributed` otherwise, surfaced on hover. The blame-hover e2e asserts the first blame-line's title attribute.","apps/web/components/editor/EditorWorkspace.tsx:1713-1717; apps/web/e2e/authorship/blame-hover.spec.ts:12-13","implemented","tested","pass","","none","pending",""
"F-C14-07","C14","Authorship / blame gutter","Click-to-filter history by author from gutter","As a reviewer, I want to click a gutter line to filter the history panel to that author, so that I can review everything they wrote.","Clicking a blame-line button calls handleBlameLineClick(authorId): it sets historyAuthorFilter to that authorId, switches activeTab to 'history', and opens the side rail (setRailOpen(true)). The filter is passed to the history panel (authorFilter prop) and can be cleared. The blame-filter e2e clicks a blame-line and asserts the history author filter shows 'local-user' and a filtered-counts label appears.","apps/web/components/editor/EditorWorkspace.tsx:992-996,1293-1300; apps/web/e2e/authorship/blame-filter.spec.ts:13-16","implemented","tested","pass","","none","pending",""
"F-C14-08","C14","Authorship / blame gutter","Shareable author-filter deep link","As a reviewer, I want to copy a link that preserves the active author/time history filter, so that I can share a filtered view with collaborators.","handleCopyHistoryFilterLink builds a URL from window.location, removing existing historyAuthor/historyTime params and re-adding historyAuthor=historyAuthorFilter and historyTime=historyTimeFilter when set; the resulting link is stashed on window.__lashLastHistoryFilterLink and copied via clipboard with an execCommand textarea fallback for insecure/older Safari contexts.","apps/web/components/editor/EditorWorkspace.tsx:998-1021","implemented","tested","pass","","none","pending",""
"F-C15-01","C15","Doc chat (anchors/filters/history)","Create selection-anchored chat thread","As a document collaborator, I want to start a chat thread anchored to a selected passage, so that discussion stays tied to the exact text it concerns.","Selecting non-empty text in the editor enables the 'New thread' button (disabled when there is no selection or no baseVersion). Clicking it locates the selected text via currentText.indexOf, builds an Anchor with createAnchor (capturing baseVersion, from/to clamped to doc length, and a recovery token of 40 chars before/after, the selected text, and its occurrence index), and appends a new LocalThread containing an initial user message bodied `Thread on ""<selection>""`, status 'open', historyText set to the current full text, and updatedAt timestamp. createAnchor sets token.confidence to 1 for non-empty selections, 0 otherwise.","apps/web/components/editor/panels/ChatPanel.tsx:271-306; apps/web/components/editor/panels/ChatPanel.tsx:367-375; packages/doc-chat/src/index.ts:81-102","implemented","tested","pass","","none","pass","COM-01 adds a compact target row and document-side marker when a thread is created; covered by chat-anchor-map, chat-current-context, chat-durable, and sr-thread-nav e2e."
"F-C15-02","C15","Doc chat (anchors/filters/history)","Anchor mapping across edits (history vs current context)","As a reader of an existing thread, I want to see both the originally anchored text and where it lives in the current document, so that I can follow the conversation even after the doc changed.","Each visible thread is re-anchored via mapAnchor: it searches currentText for the anchored token.text at its stored occurrence index. If found, it returns a non-orphaned anchor with updated from/to and refreshed before/after context and confidence 1. The UI renders a two-column grid: 'History' shows the original thread.anchor.token.text and 'Current' shows currentText.slice(mappedAnchor.from, mappedAnchor.to). The thread is tagged 'Anchored' (data-orphaned='false') when mapping succeeds.","apps/web/components/editor/panels/ChatPanel.tsx:254-267; apps/web/components/editor/panels/ChatPanel.tsx:411-453; packages/doc-chat/src/index.ts:104-125","implemented","tested","pass","","none","pass","COM-01 keeps history/current context, adds a Current target row, a document-side marker, and a Show action that reselects the mapped range; duplicate identical text remains a known anchor-model limitation."
"F-C15-03","C15","Doc chat (anchors/filters/history)","Orphan handling when anchored text disappears","As a collaborator, I want threads whose anchored text was deleted to be clearly marked as orphaned, so that I know the discussion lost its target instead of silently mis-pointing.","When mapAnchor cannot find token.text in currentText, it returns an anchor pinned to a single collapsed position (from===to, clamped to currentText length) with orphaned:true and token.confidence 0. The UI then renders an 'Orphaned' badge (data-orphaned='true') instead of 'Anchored', and the Current context cell shows the literal string 'Context lost' rather than a slice.","packages/doc-chat/src/index.ts:126-139; apps/web/components/editor/panels/ChatPanel.tsx:411-413; apps/web/components/editor/panels/ChatPanel.tsx:434-442","implemented","tested","pass","","none","pass","COM-01 verifies the detached reload state: Current target shows Context lost, the document-side marker is absent, and Show is disabled rather than silently selecting the wrong range."
"F-C15-04","C15","Doc chat (anchors/filters/history)","Author / AI / All thread filters","As a collaborator, I want to filter threads by author or AI participation, so that I can focus on the conversations relevant to me.","Three filter buttons set ChatFilter state to 'author', 'ai', or 'all'. 'author' keeps threads with at least one message whose author.id === 'local-user'; 'ai' keeps threads with at least one message whose author.type === 'ai'; 'all' keeps every thread. The active filter button reflects data-active='true', the visible thread count updates ('N thread(s)'), and threads not matching are hidden; when none match, a 'No threads.' empty state shows. The underlying createThreadStore.list applies analogous server-side filtering by authorId (some message matches) or ai (true: any AI message; false: no AI messages).","apps/web/components/editor/panels/ChatPanel.tsx:41-47; apps/web/components/editor/panels/ChatPanel.tsx:195; apps/web/components/editor/panels/ChatPanel.tsx:376-401; apps/web/components/editor/panels/ChatPanel.tsx:528-530; packages/doc-chat/src/index.ts:180-199","implemented","tested","pass","","none","pending",""
"F-C15-05","C15","Doc chat (anchors/filters/history)","User and AI replies within a thread","As a collaborator, I want to post replies and request an AI reply on a thread, so that the discussion can continue with both human and AI input.","Each thread has a reply input bound to per-thread replyDrafts state; the Reply button is disabled until the draft is non-blank. Submitting trims the body, appends a user message (author local-user) and clears that thread's draft. 'Add AI reply' appends a message from AI_USER ('ai-doc-chat', label 'AI Doc Chat') with the fixed body 'AI reply with current document context.' Both update the thread's updatedAt. Messages render with data-author-id/data-author-type attributes. The AI reply body is a hardcoded placeholder string, not a real model call.","apps/web/components/editor/panels/ChatPanel.tsx:308-340; apps/web/components/editor/panels/ChatPanel.tsx:458-491; apps/web/components/editor/panels/ChatPanel.tsx:512-520","partial","tested","partial","[ux/low] Reply input is bound to per-thread replyDrafts; Reply button disabled until draft non-blank; submit trims body, appends a local-user message and clears that thread's draft. 'Add AI reply' appends an AI_USER message ('ai-doc-chat', 'AI Doc Chat') with hardcoded body 'AI reply with current document context.' Both bump updatedAt. Messages render data-author-id/type. As the spec itself flags, the AI reply is a hardcoded placeholder, not a real model call — story is correctly marked 'partial'.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C15-06","C15","Doc chat (anchors/filters/history)","Resolve / reopen thread status","As a collaborator, I want to mark a thread resolved or reopen it, so that I can track which discussions are still active.","Each thread shows its status ('Open' / 'Resolved'). For open threads a 'Resolve' button sets status 'resolved' and resolvedAt to now; for resolved threads a 'Reopen' button sets status 'open' and resolvedAt to null. Both bump updatedAt. Status, resolvedAt and updatedAt persist and round-trip through normalizeThread on load (status coerced to 'resolved' only when explicitly 'resolved').","apps/web/components/editor/panels/ChatPanel.tsx:342-355; apps/web/components/editor/panels/ChatPanel.tsx:431-433; apps/web/components/editor/panels/ChatPanel.tsx:492-511; apps/web/components/editor/panels/ChatPanel.tsx:117-129","implemented","tested","pass","","none","pending",""
"F-C15-07","C15","Doc chat (anchors/filters/history)","Thread persistence and realtime sync (localStorage + Yjs)","As a collaborator, I want my chat threads to persist and sync across sessions and other online editors, so that conversations are durable and shared.","Threads persist to localStorage under key `lash:chat-threads:<docId>` and, when realtimeDoc is present, into a Yjs Map 'lash:chat-threads' keyed `<docId>:<threadId>`. On mount, if Yjs entries for the doc exist they take precedence, else localStorage is loaded (and seeded into Yjs if empty). A 'storage' event listener syncs cross-tab when no Yjs map is active; a Yjs observe handler mirrors remote thread changes back into local state and storage. Loaded data is validated/normalized (authors, messages, status) and malformed JSON falls back to an empty list. sameThreads (JSON compare) avoids redundant re-renders.","apps/web/components/editor/panels/ChatPanel.tsx:145-184; apps/web/components/editor/panels/ChatPanel.tsx:198-243; apps/web/components/editor/panels/ChatPanel.tsx:63-143","implemented","tested","pass","","none","pass","COM-01 realtime e2e confirms remote clients receive the anchored thread, target row, and document-side marker; reload still preserves the thread and shows explicit orphan handling if seeded document text is gone."
"F-C15-08","C15","Doc chat (anchors/filters/history)","In-memory ThreadStore (create/reply/list) backend","As a developer, I want a thread store API to create threads, post replies, and list/filter threads per document, so that thread state has a defined backend contract.","createThreadStore returns create (mints `thread:N` with cloned anchor, open status, empty messages), reply (mints `message:N`, pushes to the thread, throws 'unknown thread' if id missing), and list (returns deep-cloned threads for a docId with optional authorId/ai filtering). It accepts a config { adapter: 'memory' | 'postgres' } but the adapter value is ignored (prefixed `_config`) and only an in-memory Map implementation exists; no postgres path is wired. This store is exercised by unit tests but the ChatPanel UI does not use it (UI manages threads directly via React state + storage).","packages/doc-chat/src/index.ts:141-201; packages/testing/unit/doc-chat/thread-store.test.ts:50-74","partial","tested","partial","[logistical/low] createThreadStore returns create (mints `thread:N` with cloned anchor, open status, empty messages), reply (mints `message:N`, pushes, throws 'unknown thread' if id missing), and list (deep-cloned threads for a docId with optional authorId/ai filtering). The config { adapter } is accepted but ignored (param prefixed _config) — only an in-memory Map exists, no postgres path. The ChatPanel UI does not use this store at all; it manages threads directly via React state + storage. Story is correctly marked 'partial'.","deferred","n/a","Deferred — unbuilt roadmap subsystem or cross-file follow-up (see DEFERRED.md). Not a shipped-UI defect."
"F-C16-01","C16","Share / RBAC / scopes / expiry / audit","Share-link scopes (view/comment/suggest/edit) → capabilities","As a document owner, I want to grant a recipient a specific access scope (view, comment, suggest, edit), so that they get exactly the right set of capabilities and no more.","capabilitiesForScope(scope) is a pure function returning a fixed capability list per scope: 'view' → read/history.read/mention.see/chip.preview; 'comment' and 'suggest' → those plus doc.comment and doc.suggest; 'edit' → all of the above plus doc.edit, doc.share, doc.history.restore, ai.invoke. The SharePanel derives canComment/canSuggest/canEdit/canAccept booleans from this mapping and renders them in #share-capabilities (e.g. comment:yes/no). Note 'comment' and 'suggest' map to identical capability sets.","packages/rbac/src/index.ts:101-137, apps/web/components/editor/panels/SharePanel.tsx:57-58, apps/web/components/editor/panels/SharePanel.tsx:147-152, apps/web/components/editor/panels/SharePanel.tsx:270-275","implemented","tested","pass","","none","pending",""
"F-C16-02","C16","Share / RBAC / scopes / expiry / audit","Share-link signing, validation & expiry","As a document owner, I want share links to be cryptographically signed and to expire, so that only valid, non-tampered, unexpired tokens grant access.","createShareSigner.sign() builds a payload {docId, scope, expiresAt, issuedBy, redactionPolicy(+version), jti}, encodes it base64url, appends a hashCanonical signature over {payload, secret}, and returns a ShareToken. validate(token) splits on '.', rejects malformed tokens as 'invalid', recomputes the signature and returns 'invalid' on mismatch, returns 'expired' when expiresAt <= now, returns 'revoked' when the revocation store reports the jti revoked, otherwise returns {ok:true}. PolicyEngine.decide() independently enforces the same expired/revoked/scope-mismatch checks for share-link subjects, and denies anonymous subjects with 'no-access'. Signature is a hash of payload+secret (HMAC-like via hashCanonical), not a standard JWT/HMAC primitive.","packages/share/src/index.ts:73-141, packages/rbac/src/index.ts:71-95","implemented","tested","pass","","none","pending",""
"F-C16-03","C16","Share / RBAC / scopes / expiry / audit","Share-link revocation","As a document owner, I want to revoke a share link, so that access is cut off even before its expiry.","signer.revoke(jti, revokedBy, reason) looks up the issued token; if found it writes a RevocationRecord {jti, revokedAt, revokedBy, reason} to the RevocationStore and records a 'share-link.revoked' audit event. Subsequent validate() calls for that jti return {ok:false, reason:'revoked'}. createMemoryRevocationStore provides an in-memory map implementation; inviteAccess provides a localStorage-backed RevocationStore. Limitation: signer.revoke only acts on tokens present in the per-instance in-memory `issued` Map, so a freshly constructed signer cannot revoke a jti it never issued.","packages/share/src/index.ts:142-160, packages/share/src/index.ts:217-230, apps/web/lib/inviteAccess.ts:52-68, apps/web/lib/inviteAccess.ts:143-157","implemented","verified","partial","[logistical/low] signer.revoke(jti, revokedBy, reason) silently no-ops for any jti not in the per-instance in-memory `issued` Map (early return on line 144), so a freshly constructed signer cannot revoke a token it did not itself issue. The localStorage-backed invite revocation path (revokeInviteRecord) sidesteps this by writing directly to the persistent RevocationStore. The web SharePanel never calls signer.revoke; it only revokes invites.","fixed","pass",""
"F-C16-04","C16","Share / RBAC / scopes / expiry / audit","Share/access audit logging","As a document owner/admin, I want every share-link action logged, so that I have an auditable trail of who created, accessed, or revoked links and when validations failed.","createAuditLog records AuditEvents with ts/actorId/action/docId(/reason/ua). The signer emits 'share-link.created' on sign, 'share-link.invalid' (reason 'signature') on bad signatures, 'share-link.expired' on expired tokens, 'share-link.access' on successful validation, and 'share-link.revoked' on revoke. query({docId, since}) filters events by docId and since-timestamp. SharePanel calls auditLog.query({docId}) after issuing a link and renders the event count and an ordered list of action[:reason] entries. Limitation: the audit log is in-memory only (the 'postgres' adapter option is ignored and behaves identically to 'memory'); invalid/revoked validations short-circuit before the 'access' event.","packages/share/src/index.ts:89-96, packages/share/src/index.ts:111-157, packages/share/src/index.ts:179-215, apps/web/components/editor/panels/SharePanel.tsx:114, apps/web/components/editor/panels/SharePanel.tsx:286-296","partial","verified","partial","[logistical/medium] Two gaps: (1) the revoked branch of validate() (lines 131-133) returns without recording any audit event, unlike the invalid (111-117) and expired (122-129) branches, so a revoked-token validation attempt leaves no audit trail for the most security-relevant case; (2) createAuditLog accepts an adapter:'memory'|'postgres' option but ignores it entirely (the param is `_config`, line 201), so audit is always in-memory and lost on reload despite the API implying durable storage.","fixed","pass",""
"F-C16-05","C16","Share / RBAC / scopes / expiry / audit","Email invite creation, listing & acceptance","As a document owner, I want to invite a collaborator by email with a role and expiry and share an invite link, so that they can open the document with the granted scope.","createInviteRecord signs a token via the local signer and builds a link `${origin}/doc/{docId}#invite={token}`, persists an InviteRecord (jti, docId, email, scope, token, link, expiresAt, createdAt, revokedAt, status) to localStorage key 'lash:invite-records:v1', and stamps status active/expired. SharePanel.createInvite writes the link to window.__lashLastInviteLink, attempts navigator.clipboard.writeText (swallowing failures), sets status 'Copied invite link', and refreshes the list. listInviteRecords filters by docId and recomputes status (revoked/expired/active) on read. validateInviteAccess re-validates the token, enforces docId match (returns 'document-mismatch' otherwise), and on success returns {ok:true, scope, email, token}. inviteTokenFromLocation extracts the 'invite' param from the URL hash. Expiry options: '7d' (now+7d), 'never' (null), 'expired' (year-2000 timestamp).","apps/web/lib/inviteAccess.ts:78-186, apps/web/components/editor/panels/SharePanel.tsx:117-145, apps/web/components/editor/panels/SharePanel.tsx:242-268","implemented","tested","pass","","none","pending",""
"F-C16-06","C16","Share / RBAC / scopes / expiry / audit","History/diff & chat redaction by scope","As a document owner, I want non-editor viewers to see redacted version history and a hidden chat transcript, so that sensitive edit content is not exposed below the edit scope.","redactDiff(diff, policy, callerId) leaves the diff untouched when policy.rules is empty; otherwise it replaces the text of every 'inserted'/'deleted' span with '[redacted]' and sets redacted:true. SharePanel applies an empty-rules policy for 'edit' scope (no redaction) and the full REDACTION_POLICY for all other scopes, then displays 'history redacted N of M' and renders chat as 'chat visible' only when scope==='edit', else 'chat transcript redacted'. Limitation: redaction is span-text blanket replacement keyed only on span kind; the policy 'rules' path/action fields and the PolicyStore.resolve lookup are not actually consulted by redactDiff.","packages/share/src/index.ts:162-177, apps/web/components/editor/panels/SharePanel.tsx:110-113, apps/web/components/editor/panels/SharePanel.tsx:277-284","partial","verified","partial","[logistical/medium] redactDiff blanket-replaces the text of every 'inserted'/'deleted' span with '[redacted]' whenever policy.rules is non-empty, and returns the diff untouched when rules is empty. The policy.rules path/action fields are never read (only rules.length is checked as a boolean toggle), callerId (_callerId) is unused, and PolicyStore.resolve is never consulted by redactDiff. So the 'omit'/'hash' actions and per-path targeting in the RedactionPolicy type are dead configuration; only span-kind blanket text redaction is supported.","fixed","pass",""
"F-C16-07","C16","Share / RBAC / scopes / expiry / audit","Mention/chip visibility gating via PolicyEngine","As a user, I want mentions and chip previews I am not allowed to see to be hidden/redacted, so that access control extends to inline references.","createPolicyEngine.decide() for a 'user' subject against a 'mention' or 'chip' target calls config.visibility.canSee(userId, target) and returns {allow:true} when visible, else {allow:false, reason:'redacted'}. For 'doc' targets it returns allow:true for users (no per-doc ACL beyond share-link logic). The engine and capabilitiesForScope are exported as the single policy decision point. Note: the visibility adapter is an injected interface; this package ships only the typed scaffold engine with no concrete visibility store, and capabilitiesForScope alone is what the web app currently imports.","packages/rbac/src/index.ts:56-97, packages/rbac/src/index.ts:88-94","partial","tested","pass","","none","pending",""
"F-C17-01","C17","Redaction (history/chat)","History diff redaction for restricted viewers","As a document owner sharing via a view/comment/suggest link, I want inserted/deleted text in the version-history diff to be replaced with a placeholder, so that restricted viewers see that edits occurred without reading their content.","redactDiff(diff, policy, callerId) takes a DiffJSON and RedactionPolicy. If policy.rules is empty it returns the diff unchanged. Otherwise it maps over diff.spans: spans whose kind is 'inserted' or 'deleted' are returned with text set to the literal string '[redacted]' and redacted:true; all other spans (e.g. 'unchanged') are returned as a shallow copy with text intact. The span count is preserved (counts stay accurate per the DiffSpan contract), only the text is masked. callerId is accepted but ignored (parameter named _callerId).","packages/share/src/index.ts:162-177, packages/types/src/index.ts:368-370","implemented","tested","pass","","none","pending",""
"F-C17-02","C17","Redaction (history/chat)","Scope-conditional redaction policy (edit scope bypasses redaction)","As an editor invited with full edit access, I want the history diff to show real edit text while comment/suggest/view viewers get redacted text, so that trusted collaborators are not over-restricted.","In SharePanel.issueLink, after a link is issued the effective policy is chosen by scope: when nextScope === 'edit' the policy is cloned with rules:[] (no redaction), otherwise the full REDACTION_POLICY (rules:[{path:'spans.text',action:'redact'}]) is used. redactDiff is run over a fixed SAMPLE_DIFF (one 'inserted' span 'Private edit') and the count of redacted spans is shown via data-testid='history-redaction' as 'history redacted {n} of {total}'. For edit links n=0; for view/comment/suggest links n=1.","apps/web/components/editor/panels/SharePanel.tsx:36-55,98-115,277-280","implemented","tested","pass","","none","pending",""
"F-C17-03","C17","Redaction (history/chat)","Chat transcript redaction indicator for restricted viewers","As a viewer on a non-edit share link, I want the chat transcript to be marked as redacted, so that I understand discussion content is hidden from me.","SharePanel renders a static label keyed off the current scope state: when scope === 'edit' it displays 'chat visible', otherwise it displays 'chat transcript redacted' (data-testid='chat-redaction'). This is a presentational gate only — there is no function that actually filters/masks ChatMessage bodies; the doc-chat ThreadStore (create/reply/list) returns full message bodies with no redaction or RBAC check applied.","apps/web/components/editor/panels/SharePanel.tsx:281-283, packages/doc-chat/src/index.ts:166-199","partial","tested","partial","[ux/medium] The chat-redaction indicator in SharePanel is purely presentational: SharePanel.tsx:281-283 flips text between 'chat visible' and 'chat transcript redacted' based solely on the local `scope` state, but nothing in doc-chat filters or masks ChatMessage bodies. ThreadStore.list() (packages/doc-chat/src/index.ts:197) maps each message to a full shallow copy `({ ...message })` including the complete `body`; reply()/create() likewise return full message objects. There is no decide()/capability check anywhere in doc-chat. The label also keys off `scope` (set only by issueLink/createInvite) rather than `effectiveScope` (which honors the `accessScope` prop), so a viewer arriving via accessScope without issuing a link always sees the default 'chat transcript redacted'.","deferred","n/a","Deferred: redaction-depth follow-up; scope-redaction (C16-06) landed, full diff/chat content redaction is net-new."
"F-C17-04","C17","Redaction (history/chat)","Scope-to-capability mapping gating history read/restore","As the policy engine, I want each share scope to map to a fixed capability set including history read and (for edit) history restore, so that history/chat access decisions are consistent across features.","capabilitiesForScope(scope) is a pure function: 'view' and 'comment'/'suggest' all include 'doc.read','doc.history.read','mention.see','chip.preview' (comment/suggest additionally add 'doc.comment','doc.suggest'); 'edit' adds 'doc.edit','doc.share','doc.history.restore','ai.invoke'. Thus only edit scope grants doc.history.restore. SharePanel/inviteAccess derive canAccept (restore) from whether the scope includes 'doc.history.restore', i.e. only edit links can restore history.","packages/rbac/src/index.ts:101-137, apps/web/lib/inviteAccess.ts:188-193, apps/web/components/editor/panels/SharePanel.tsx:152","implemented","tested","pass","","none","pending",""
"F-C17-05","C17","Redaction (history/chat)","Policy decision engine with redacted refusal reason","As any feature touching permissions, I want a single decide() call that returns allow or a machine-readable refusal reason (including 'redacted'), so that mention/chip visibility and share-link access are enforced uniformly.","createPolicyEngine().decide(subject,cap,target,ctx): anonymous subjects always get {allow:false,reason:'no-access'}; share-link subjects are refused with 'expired' if token.expiresAt<=ctx.now, 'revoked' if revocations.isRevoked(jti), else allowed iff capabilitiesForScope(token.scope) includes cap ('scope-mismatch' otherwise). For user subjects targeting a mention/chip, it returns {allow:true} or {allow:false,reason:'redacted'} based on visibility.canSee(); user subjects targeting a doc always get {allow:true}. The engine is declared a SCAFFOLD/frozen contract; it is not invoked by the history or chat views (only mentions calls decide).","packages/rbac/src/index.ts:63-97,1-13, packages/mentions/src/index.ts:38","partial","verified","partial","[logistical/medium] createPolicyEngine().decide() is implemented per the frozen contract (packages/rbac/src/index.ts:63-97): anonymous -> {allow:false,reason:'no-access'}; share-link -> 'expired' when token.expiresAt<=ctx.now, 'revoked' via revocations.isRevoked(jti), else allow iff capabilitiesForScope(token.scope) includes cap ('scope-mismatch' otherwise); user on mention/chip -> allow or {allow:false,reason:'redacted'} via visibility.canSee; user on doc -> allow. The gap is integration scope: the package header (lines 1-13) declares it a SCAFFOLD/frozen contract, and the only invoker in the codebase is packages/mentions/src/index.ts:38. Neither the history view nor the chat view routes through decide(); history redaction is done ad hoc via redactDiff and chat 'redaction' is the cosmetic label from F-C17-03. The 'redacted' refusal path and uniform enforcement are therefore not wired into history/chat.","fixed","pass",""
"F-C17-06","C17","Redaction (history/chat)","Redaction policy stored/signed into share tokens","As a security auditor, I want each share link to carry the sha and version of the redaction policy it was issued under, so that the applicable redaction rules can be resolved and audited server-side.","createShareSigner().sign() requires redactionPolicy (sha string) and redactionPolicyVersion (number) in its input and embeds them in the signed token payload (ShareToken). createStaticPolicyStore(policy).resolve(sha,version) returns the policy only when both sha and version match, else null. SharePanel and inviteAccess pass REDACTION_POLICY.sha/version ('local-redaction-v1', version 1) when signing. The signer itself does not apply redaction to any diff/chat content; it only records the policy reference and emits audit events.","packages/share/src/index.ts:32-47,77-97,232-236, apps/web/lib/inviteAccess.ts:33-37,112-119, apps/web/components/editor/panels/SharePanel.tsx:104-105","implemented","tested","pass","","none","pending",""
"F-C18-01","C18","AI patch / guardrails / scope / citations","Patch-not-paste apply","As a writer, I want an accepted AI edit to surgically replace only the targeted text ranges, so that the rest of my document is preserved instead of being wholesale overwritten.","Accepting a pending patch calls onApplyPatch -> handleApplyAiPatch, which reconstructs the new text via applyTextOperations(before, patch.operations). applyTextOperations sorts ops by descending from-position and applies replace_text (slice(0,from)+text+slice(to)) and delete_range (slice(0,from)+slice(to)) in place, leaving untouched regions intact, then commits a history entry with intent 'ai' before calling editor.commands.setContent. It does NOT paste the AI string over the whole doc.","packages/ai/src/index.ts:188-204; apps/web/components/editor/panels/AIPanel.tsx:192-202; apps/web/components/editor/EditorWorkspace.tsx:1141-1176","implemented","tested","pass","","none","pending",""
